1888,17.80
1893,18.85
1898,18.85
1903,18.85
1908,17.80
1913,18.85
1918,18.85
1923,13.61
1928,18.85
1933,18.85
1938,18.85
1943,18.85
1948,17.80
1953,18.85
1958,19.90
1963,14.66
1968,18.85
1973,17.80
1978,18.85
1983,18.85
1988,18.85
1993,17.80
1998,18.85
2003,18.85
2008,15.71
2013,18.85
2018,18.85
2023,17.80
2028,18.85
2033,18.85
2038,18.85
2043,17.80
2048,15.71
2053,18.85
2058,18.85
2063,18.85
2068,18.85
2073,17.80
2078,18.85
2083,18.85
2088,18.85
2093,14.66
2098,17.80
2103,18.85
2108,18.85
2113,18.85
2118,17.80
2123,18.85
2128,18.85
2134,16.58
2139,18.85
2144,18.85
2149,18.85
2154,17.80
2159,18.85
2164,18.85
2169,18.85
2174,18.85
2179,13.61
2184,18.85
2189,18.85
2194,18.85
2199,18.85
2204,17.80
2209,18.85
2214,18.85
2219,15.71
2224,18.85
2229,17.80
2234,18.85
2239,18.85
2244,18.85
2249,18.85
2254,17.80
2259,18.85
2264,15.71
2269,18.85
2274,17.80
2279,19.90
2284,18.85
2289,17.80
2294,18.85
2299,18.85
2304,14.66
2309,18.85
2314,17.80
2319,18.85
2324,18.85
2329,18.85
2334,17.80
2339,18.85
2344,18.85
2349,15.71
2354,18.85
2359,17.80
2364,18.85
2369,18.85
2374,18.85
2379,17.80
2384,18.85
2390,15.71
2395,18.85
2400,18.85
2405,17.80
2410,18.85
2415,19.90
2420,18.85
2425,18.85
2430,18.85
2435,14.66
2440,17.80
2445,18.85
2450,18.85
2455,18.85
2460,18.85
2465,17.80
2470,18.85
2475,15.71
2480,18.85
2485,18.85
2490,18.85
2495,17.80
2500,18.85
2505,18.85
2510,18.85
2515,18.85
2520,15.71
2525,17.80
2530,18.85
2535,18.85
2540,18.85
2545,18.85
2550,17.80
2555,18.85
2560,14.66
2565,17.80
2570,18.85
2575,18.85
2580,18.85
2585,18.85
2590,19.90
2595,18.85
2600,17.80
2605,14.66
2610,18.85
2615,18.85
2620,17.80
2625,18.85
2630,18.85
2635,18.85
2640,18.85
2646,14.84
2651,18.85
2656,18.85
2661,18.85
2666,17.80
2671,20.94
2676,17.80
2681,18.85
2686,18.85
2691,14.66
2696,18.85
2701,17.80
2706,18.85
2711,18.85
2716,18.85
2721,17.80
2726,18.85
2731,15.71
2736,18.85
2741,18.85
2746,18.85
2751,18.85
2756,17.80
2761,18.85
2766,18.85
2771,18.85
